,latitude,longitude,altitude,station,score_direction,score_force
0,42.52,8.79,58.0,20050001.0,0.6294489322562585,0.836136695719486
1,42.51,3.13,86.0,66148001.0,0.7017100977198697,1.6530789392973002
2,42.63,8.92,145.0,20093002.0,0.5455496386458729,1.2534355175114258
3,42.91,3.06,40.0,11202001.000000004,0.7089445153061225,1.0896904126227813
4,42.73,2.87,43.999999999999986,66136001.0,0.5878991859737007,1.0626749486365614
5,42.54,9.480000000000002,12.0,20148001.0,0.5752714308864042,0.77360662479413
6,42.26,9.54,74.0,20303002.0,0.5474637090197357,0.9517677829114323
7,43.2,6.5,100.00000000000001,83079001.0,0.5197308299410152,0.6869410862110179
8,43.25,5.78,418.0,83035001.0,0.590821738796218,0.9238089814121218
9,43.38,6.38,82.0,83031001.0,0.5194018103109013,0.8375934496211143
10,43.22,2.2900000000000005,127.0,11069001.0,0.7873333333333333,0.8269358293712139
11,43.08,5.94,134.0,83153001.0,0.6948307741779886,1.010109460069221
12,43.4,3.69,77.00000000000001,34301002.0,0.6455126105470029,0.8958212071331142
13,43.32,3.35,16.0,34209002.0,0.6276569753237234,0.9072193968848459
14,43.24,6.13,73.0,83049005.0,0.5429267921078693,0.8063288992099845
15,43.43,5.21,32.0,13054000.999999996,0.5847359926216279,1.0117308259349316
16,43.03,6.46,131.0,83069003.0,0.7209676123121433,1.0412886260953218
17,43.09,6.14,4.0,83069001.0,0.6144742103158737,0.8758156381002287
18,43.17,2.72,60.000000000000014,11203004.0,0.7208048595292331,1.0375446384298865
19,43.7,5.76,296.0,13099001.0,0.5377365838460939,0.6570614198907085
20,43.55,2.2900000000000005,241.0,81120002.0,0.5820966401519648,0.9504903932938479
21,43.64,7.2,25.999999999999986,6088001.000000007,0.5900749960108504,0.9126575236041257
22,43.55,6.95,4.0,6029001.0,0.7363485934914507,0.5993175695489348
23,43.57,3.96,8.0,34154001.0,0.6078620136381869,0.9347793049282498
24,43.6,5.1,59.0,13103001.0,0.565757787617494,0.9441186307721748
25,43.52,4.92,24.0,13047001.0,0.647177095061927,1.0106161493129127
26,43.86,4.41,62.000000000000014,30189001.0,0.618691732799137,0.8243089091089861
27,43.91,2.1100000000000003,171.0,81284001.0,0.5205321439557059,0.7609633388921907
28,43.91,4.9,48.000000000000014,84007005.0,0.6080919320086187,0.8915731875116947
29,43.76,4.41,105.00000000000001,30258001.0,0.623535039464243,0.8402377854577379
30,44.11,3.01,713.0,12145001.000000004,0.5920245398773006,1.1036093124561213
31,44.06,5.99,460.99999999999994,4049001.0,0.5156771724081766,0.8957232141525818
32,44.08,5.05,106.0,84031001.0,0.4649054244176958,0.7036030222722212
33,44.41,2.48,579.0,12254001.000000007,0.5749187025765029,0.8304429002672143
34,44.45,6.03,600.0,5170001.0,0.5769437822041067,0.7142004792272041
35,44.14,4.86,55.000000000000014,84087001.0,0.5875057772300107,0.9364167640103046
36,44.91,4.97,164.0,26064001.0,0.6683576410906785,0.8499123108258486
37,44.88,6.64,1311.0,5183001.0,0.38882106731775373,0.7896873834534809
38,44.58,4.73,74.0,26198001.0,0.6894092107303458,0.7957614934856642
39,44.9,2.42,640.0,15014003.999999996,0.5879981392463948,0.7504850347331558
40,44.53,4.36,280.0,7131001.0,0.5589064502349423,0.7790369600579556
41,45.21,5.84,220.0,38538002.0,0.4606629239406291,0.7407864675534319
42,45.36,5.31,386.0,38384001.0,0.541115822732186,0.880100726407296
43,45.72,4.93,198.0,69029001.0,0.6303766521506609,0.8434446218844558
44,45.73,5.08,240.0,69299001.0,0.595403194390339,0.8544025341731637
45,45.93,6.09,455.0,74182001.0,0.43488681757656455,0.7076428987056057
46,45.97,5.32,252.0,1089001.0,0.588911774802609,0.7061787056648727
47,45.78,3.14,326.0,63113001.0,0.48643184822331076,0.8581027925575273
48,45.54,4.29,396.0,42005001.0,0.4946979813054748,0.7980204314431207
49,45.64,5.87,235.0,73329001.0,0.5345064169828073,0.7751867823108498
50,46.31,-0.4,61.0,79191005.0,0.6467090593773227,0.7336585978688271
51,46.87,1.7400000000000002,157.0,36063001.0,0.6502723612536512,0.7567572138384202
52,46.7,1.25,110.0,36173002.0,0.6116778319123021,0.6190312207652648
53,46.59,0.31,120.0,86027001.0,0.6553405694509989,0.7094082264231121
54,46.7,-1.38,91.00000000000001,85191003.0,0.6838917426972322,0.6812042202913331
55,46.69,-2.3299999999999996,32.0,85113001.0,0.7549930329772411,0.7434803600890069
56,47.44,0.72,112.00000000000001,37179001.0,0.6839809354552064,0.6759002005999034
57,47.08,-0.88,135.00000000000003,49099003.0,0.6836571428571429,0.6488188945316133
58,47.31,-2.1500000000000004,4.0,44103001.0,0.6840077071290944,0.7374808726857393
59,47.47,-0.61,48.000000000000014,49020001.0,0.6728352224535431,0.6107775257495771
60,47.15,-1.6000000000000005,25.999999999999986,44020001.0,0.6736197270471465,0.6682915165373321
61,47.29,-3.2199999999999993,43.0,56009001.0,0.7355021216407355,0.9423417351576736
62,47.32,1.68,86.0,41097001.0,0.6119708029197081,0.6612002803809451
63,47.97,-4.159999999999999,85.0,29216001.0,0.7008379669512099,0.7223986747802793
64,47.99,1.77,125.0,45055001.0,0.6707184325108854,0.7613023505025748
65,47.67,1.2100000000000002,130.0,41281001.0,0.6693258251212263,0.7415321053761972
66,47.94,0.18999999999999972,52.0,72181001.0,0.6398181227671322,0.6336832611194559
67,47.72,-2.7200000000000006,132.0,56137001.0,0.7075596816976127,0.6824014305633639
68,47.76,-3.4399999999999995,43.999999999999986,56185001.0,0.7012472610820832,0.7453350581488681
69,47.56,-0.31,53.000000000000014,49188001.0,0.6628182824608572,0.695733813843206
70,48.07,-1.7300000000000006,37.000000000000014,35281001.0,0.6590360507669547,0.7027456464680576
71,48.46,1.5,156.0,28070001.0,0.6807353062402111,0.5627439471838274
72,48.06,1.38,127.0,28198001.0,0.6811079545454546,0.7102251544764097
73,48.28,-4.4399999999999995,83.0,29120001.0,0.7141517543174182,0.6884492742854132
74,48.47,-5.05,68.0,29155005.0,0.776762511526532,0.9609196381833129
75,48.45,-4.379999999999999,98.0,29075001.0,0.7126002831524304,0.7417789233336569
76,48.46,-5.05,39.0,29155008.0,0.7765932243544184,0.7564274730119793
77,48.44,0.11,145.0,61001001.0,0.6523860722851708,0.6805056119101208
78,48.03,-0.75,100.00000000000001,53130008.0,0.7011751538891998,0.6925904009017987
79,48.82,-3.4699999999999993,58.0,22168001.0,0.7458018795254968,0.7790085792982272
80,48.52,-4.14,115.0,29264001.0,0.7016510486390004,0.7594213271343192
81,48.75,-3.4599999999999995,87.0,22113006.0,0.7073113021531666,0.7385299005421171
82,48.58,-2.07,65.0,35228001.0,0.7066022544283413,0.7463470216630546
83,48.6,-3.8099999999999996,90.0,29151004.0,0.6861908149553395,0.7287084562921136
84,48.54,-4.659999999999999,40.0,29178001.0,0.7245590230664858,0.6519044109514427
85,48.53,-2.8499999999999996,135.00000000000003,22372001.0,0.7190302225174361,0.7218301165187054
86,48.68,-4.329999999999999,18.0,29021001.0,0.784504391468005,1.175798284925212
87,49.18,-0.45,67.00000000000001,14137001.000000004,0.6908127208480566,0.7757093405500134
88,49.02,1.2200000000000002,138.0,27347001.0,0.6907098028816406,0.7089630972008211
89,49.38,1.18,152.0,76116001.0,0.6970943903258314,0.7163670524218998
90,49.36,0.16,143.0,14578000.999999996,0.6950105411103303,0.6829624732372641
91,49.93,1.08,40.0,76217001.0,0.7467851297638531,0.8237627182864555
92,49.53,0.09,95.0,76481001.0,0.7275204359673024,0.7620143602341103
93,49.65,-1.4600000000000006,138.0,50209001.0,0.7410556714262795,0.7494371820276475
94,49.73,-1.94,8.0,50020001.0,0.785760834147931,0.9609897030452518
95,49.51,0.07000000000000028,104.0,76552001.0,0.7143864598025388,1.0143816720363283
96,50.13,1.8300000000000003,72.0,80001001.0,0.6903459434471069,0.7057451177188948
